Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-03-03 00:00:00-05:00,146.72310034368257,149.7657983517578,146.01942463285462,149.68650817871094,70732300,0.0,0.0
2023-03-06 00:00:00-05:00,152.42194098250997,154.90962273726373,152.09488983458962,152.4615936279297,87558000,0.0,0.0
2023-03-07 00:00:00-05:00,152.3327754497877,152.65984178567712,149.7856444674581,150.25146484375,56182000,0.0,0.0
2023-03-08 00:00:00-05:00,151.4506679888601,152.104800552819,150.47938986613707,151.5101318359375,47204800,0.0,0.0
2023-03-09 00:00:00-05:00,152.19397778472012,153.16525578913198,148.89359856645896,149.25039672851562,53833600,0.0,0.0
2023-03-10 00:00:00-05:00,148.87378056882645,149.59728245884932,146.29690339133106,147.17898559570312,68572400,0.0,0.0
2023-03-13 00:00:00-04:00,146.495128579555,151.77771647257012,146.38610649834635,149.1314697265625,84457100,0.0,0.0
2023-03-14 00:00:00-04:00,149.9342758651321,152.03541240200406,148.76477990534212,151.2326202392578,73695900,0.0,0.0
2023-03-15 00:00:00-04:00,149.84508307563596,151.8867558074207,148.5863761992532,151.6290740966797,77167900,0.0,0.0
2023-03-16 00:00:00-04:00,150.80644547979264,155.06819732114948,150.2910669698244,154.463623046875,76161100,0.0,0.0
2023-03-17 00:00:00-04:00,154.6915645274048,155.3456970100276,152.90757372163895,153.6211700439453,98944600,0.0,0.0
2023-03-20 00:00:00-04:00,153.69057212608058,156.41610932466375,152.77874273681294,155.9998321533203,73641400,0.0,0.0
2023-03-21 00:00:00-04:00,155.9205421060661,157.98202582601422,155.1474668072705,157.86309814453125,73938300,0.0,0.0
2023-03-22 00:00:00-04:00,157.88295021864405,160.6976833752444,156.40619906612653,156.426025390625,75701800,0.0,0.0
2023-03-23 00:00:00-04:00,157.41710347423285,160.11290847752753,156.2773244142001,157.51620483398438,67622100,0.0,0.0
2023-03-24 00:00:00-04:00,157.44685878169065,158.91368918214428,156.4458486981132,158.82449340820312,59196500,0.0,0.0
2023-03-27 00:00:00-04:00,158.51724627438185,159.3398647729009,156.46565282812585,156.87200927734375,52390300,0.0,0.0
2023-03-28 00:00:00-04:00,156.56474975099155,157.08012822891882,154.59244672109517,156.24758911132812,45992200,0.0,0.0
2023-03-29 00:00:00-04:00,157.95233402341952,159.61739760234553,157.9325228201753,159.3398895263672,51305700,0.0,0.0
2023-03-30 00:00:00-04:00,160.09310716599592,161.02474780690227,159.83542544272464,160.9157257080078,49501700,0.0,0.0
2023-03-31 00:00:00-04:00,160.99501220511618,163.53223722356282,160.46972804690907,163.43312072753906,68749800,0.0,0.0
2023-04-03 00:00:00-04:00,162.80875607339368,164.81077646691827,162.75919781902692,164.6918487548828,56976200,0.0,0.0
2023-04-04 00:00:00-04:00,165.11801932417455,165.35587473056947,163.64126814290196,164.15664672851562,46278300,0.0,0.0
2023-04-05 00:00:00-04:00,163.27454638683875,163.5817863350766,160.36069699391322,162.30325317382812,51511700,0.0,0.0
2023-04-06 00:00:00-04:00,160.98509285252538,163.492601091182,160.55892518671305,163.1952667236328,45390100,0.0,0.0
2023-04-10 00:00:00-04:00,159.98406404089835,160.58863830566406,158.65598782749578,160.58863830566406,47716900,0.0,0.0
2023-04-11 00:00:00-04:00,160.90582871476735,160.91573431590425,159.08218486088444,159.36961364746094,47644200,0.0,0.0
2023-04-12 00:00:00-04:00,159.78584379518807,160.61836781589554,158.3586511179455,158.67581176757812,50133100,0.0,0.0
2023-04-13 00:00:00-04:00,160.19221653987137,164.32512026733755,159.98407795194623,164.08724975585938,68445600,0.0,0.0
2023-04-14 00:00:00-04:00,163.1258766656828,164.84049824090104,162.36273713306923,163.74037170410156,49386500,0.0,0.0
2023-04-17 00:00:00-04:00,163.6214540913928,163.91878849474452,162.57088563953178,163.7602081298828,41516200,0.0,0.0
2023-04-18 00:00:00-04:00,164.6224624365103,165.9208069034402,164.17645331594588,164.98916625976562,49923000,0.0,0.0
2023-04-19 00:00:00-04:00,164.32511680785814,166.6641238574634,164.06741997841854,166.1388397216797,47720200,0.0,0.0
2023-04-20 00:00:00-04:00,164.61254066948467,166.37670544707035,164.0872565010493,165.1675567626953,52456400,0.0,0.0
2023-04-21 00:00:00-04:00,163.58179491237593,164.9693351136413,163.0267788318698,163.55206298828125,58337300,0.0,0.0
2023-04-24 00:00:00-04:00,163.5322324264354,164.12690113902568,162.43210589428088,163.8592987060547,41949600,0.0,0.0
2023-04-25 00:00:00-04:00,163.72055320726747,164.83058539726287,162.2735339969769,162.3131866455078,48714100,0.0,0.0
2023-04-26 00:00:00-04:00,161.6094831095728,163.8097361155348,161.3518014065789,162.30325317382812,45498800,0.0,0.0
2023-04-27 00:00:00-04:00,163.72056830592638,167.06058590759594,163.72056830592638,166.91192626953125,64902300,0.0,0.0
2023-04-28 00:00:00-04:00,166.99119168750394,168.3390943239458,166.3866173772678,168.17059326171875,55209200,0.0,0.0
2023-05-01 00:00:00-04:00,167.77416566961222,168.93375609993646,167.13985940542491,168.08140563964844,52472900,0.0,0.0
2023-05-02 00:00:00-04:00,168.57695592218053,168.8346527635164,166.0496364953305,167.04074096679688,48425700,0.0,0.0
2023-05-03 00:00:00-04:00,167.99220106828838,169.39956754565748,165.67302032909086,165.96043395996094,65136000,0.0,0.0
2023-05-04 00:00:00-04:00,163.42319767016005,165.5540659995638,162.84835532534615,164.315185546875,81235400,0.0,0.0
2023-05-05 00:00:00-04:00,169.45902904213452,172.74950296676494,169.24098486047572,172.0260009765625,113316400,0.0,0.0
2023-05-08 00:00:00-04:00,170.94568850577377,172.30351186374347,170.57898470464832,171.9566192626953,55962800,0.0,0.0
2023-05-09 00:00:00-04:00,171.51063216959898,171.99626368287582,170.0735337075861,170.2420196533203,45326900,0.0,0.0
2023-05-10 00:00:00-04:00,171.4808778133282,172.48188775635265,170.37083066450225,172.0160675048828,53724500,0.0,0.0
2023-05-11 00:00:00-04:00,172.30352323742437,173.0369308880872,170.63845981475797,172.20440673828125,49514700,0.0,0.0
2023-05-12 00:00:00-04:00,172.31357141356355,172.7502630057861,169.71329075220336,171.271484375,45497800,0.24,0.0
2023-05-15 00:00:00-04:00,171.85701716146394,171.9066439525377,170.17973157337624,170.7752227783203,37266700,0.0,0.0
2023-05-16 00:00:00-04:00,170.69582294139641,171.83716341624037,170.50725022169846,170.7752227783203,42110300,0.0,0.0
2023-05-17 00:00:00-04:00,170.41797274428657,171.6287789074494,169.13767088386714,171.39059448242188,57951600,0.0,0.0
2023-05-18 00:00:00-04:00,171.69824104214084,173.92139134908305,171.28140319908402,173.73281860351562,65496700,0.0,0.0
2023-05-19 00:00:00-04:00,175.06273574474233,175.06273574474233,173.62364943906087,173.8419952392578,55772400,0.0,0.0
2023-05-22 00:00:00-04:00,172.67084490080313,173.3953627585547,172.14483421414405,172.88919067382812,43570900,0.0,0.0
2023-05-23 00:00:00-04:00,171.8272670994411,172.07538594402806,169.99118159190851,170.26907348632812,50747300,0.0,0.0
2023-05-24 00:00:00-04:00,169.8026100138583,171.1226040934086,169.2369069191782,170.54696655273438,45143500,0.0,0.0
2023-05-25 00:00:00-04:00,171.11267122079872,172.59144973527793,170.39808778863198,171.6883087158203,56058300,0.0,0.0
2023-05-26 00:00:00-04:00,172.0158462459514,174.4474079846001,171.80741974539387,174.10995483398438,54835000,0.0,0.0
2023-05-30 00:00:00-04:00,175.62844336557998,177.64316710040904,175.24137858755796,175.96588134765625,55964400,0.0,0.0
2023-05-31 00:00:00-04:00,175.99565961269718,178.00046410534546,175.4299413812976,175.916259765625,99625300,0.0,0.0
2023-06-01 00:00:00-04:00,176.3628631071657,178.76465158842046,175.59865286277548,178.73487854003906,68901800,0.0,0.0
2023-06-02 00:00:00-04:00,179.6678092681631,180.41216577183522,177.91112367918484,179.58840942382812,61945900,0.0,0.0
2023-06-05 00:00:00-04:00,181.25576664565278,183.55830143833987,176.70029356551757,178.2287139892578,121946500,0.0,0.0
2023-06-06 00:00:00-04:00,178.61578703231345,178.76465227479207,176.09489120388227,177.86151123046875,64848400,0.0,0.0
2023-06-07 00:00:00-04:00,177.0972939477575,179.84645475343302,175.9857264641506,176.48196411132812,61944600,0.0,0.0
2023-06-08 00:00:00-04:00,176.5613658339937,179.4792459038042,176.1246893833045,179.21128845214844,50214900,0.0,0.0
2023-06-09 00:00:00-04:00,180.13428821622014,180.85879103044124,179.27083944935424,179.59835815429688,48870700,0.0,0.0
2023-06-12 00:00:00-04:00,179.9059863035334,182.50626651845295,179.60824071050394,182.40701293945312,54274900,0.0,0.0
2023-06-13 00:00:00-04:00,181.42449184145724,182.7643244394129,181.06720011987474,181.93064880371094,54929100,0.0,0.0
2023-06-14 00:00:00-04:00,181.9902041416917,183.00253326157815,180.6503714756975,182.5658416748047,57462900,0.0,0.0
2023-06-15 00:00:00-04:00,182.57577393042644,185.1165084295681,182.39712049072034,184.61033630371094,65433200,0.0,0.0
2023-06-16 00:00:00-04:00,185.3248964294429,185.58294968273705,182.88341583146294,183.5285186767578,101235600,0.0,0.0
2023-06-20 00:00:00-04:00,183.02235234502783,184.69963782928903,183.02235234502783,183.61782836914062,49799100,0.0,0.0
2023-06-21 00:00:00-04:00,183.50867393361597,184.01484602054117,181.21605845086614,182.5757598876953,49515700,0.0,0.0
2023-06-22 00:00:00-04:00,182.35741623768828,185.64250704259015,182.28793569790065,185.59288024902344,51245300,0.0,0.0
2023-06-23 00:00:00-04:00,184.1537970097952,186.14866693334577,183.61785186115858,185.27528381347656,53079300,0.0,0.0
2023-06-26 00:00:00-04:00,185.42417467718977,186.6349958367303,183.83620803203,183.87591552734375,48088700,0.0,0.0
2023-06-27 00:00:00-04:00,184.49125810074102,186.97244668950992,184.2729122934115,186.64492797851562,50730800,0.0,0.0
2023-06-28 00:00:00-04:00,186.5158986853118,188.4710764771,186.18839512292732,187.8259735107422,51216800,0.0,0.0
2023-06-29 00:00:00-04:00,187.65721893731777,188.63977487015424,187.51827301040888,188.1633758544922,46347300,0.0,0.0
2023-06-30 00:00:00-04:00,190.18806349655458,193.01660926668555,189.82083730500045,192.5104522705078,85069600,0.0,0.0
2023-07-03 00:00:00-04:00,192.3218852380738,192.42113883743698,190.31708065392723,191.01182556152344,31458200,0.0,0.0
2023-07-05 00:00:00-04:00,190.12850409377413,191.5278827838796,189.18564042572623,189.8903045654297,46920300,0.0,0.0
2023-07-06 00:00:00-04:00,188.4115064167895,190.57511043531196,187.77632283358471,190.36668395996094,45094300,0.0,0.0
2023-07-07 00:00:00-04:00,189.9697113944817,191.2202248903426,188.80851704604538,189.2451934814453,46778000,0.0,0.0
2023-07-10 00:00:00-04:00,187.83588357427638,188.56040149996468,185.63258703549474,187.19078063964844,59922200,0.0,0.0
2023-07-11 00:00:00-04:00,187.7366549388563,187.87560089253174,185.1959202750924,186.66477966308594,46638100,0.0,0.0
2023-07-12 00:00:00-04:00,188.25272198118796,190.2575264802813,187.05183525729512,188.34205627441406,60750200,0.0,0.0
2023-07-13 00:00:00-04:00,189.06653934191485,189.75134970272404,188.35195593445923,189.10623168945312,41342300,0.0,0.0
2023-07-14 00:00:00-04:00,188.79858162868422,189.74143018258206,188.203105504946,189.255126953125,41573900,0.0,0.0
2023-07-17 00:00:00-04:00,190.4560189064468,192.85782264696726,190.36669975701497,192.53030395507812,50520200,0.0,0.0
2023-07-18 00:00:00-04:00,191.89510174657278,192.86772328218646,190.97209185986017,192.27223205566406,48353800,0.0,0.0
2023-07-19 00:00:00-04:00,191.64700719335607,196.73839573453523,191.20038114492507,193.6319580078125,80507300,0.0,0.0
2023-07-20 00:00:00-04:00,193.6220009023945,194.9916216501567,191.05149353304836,191.6767578125,59581200,0.0,0.0
2023-07-21 00:00:00-04:00,192.6394780020551,193.50292673966078,189.79106335340356,190.4957275390625,71917800,0.0,0.0
2023-07-24 00:00:00-04:00,191.95467425132685,193.44338737849276,190.80339913176502,191.2996368408203,45377800,0.0,0.0
2023-07-25 00:00:00-04:00,191.87525949316802,192.97690772743897,191.468340968804,192.16307067871094,37283200,0.0,0.0
2023-07-26 00:00:00-04:00,192.21269689922778,194.16787452666702,191.86533961729995,193.0364532470703,47471900,0.0,0.0
2023-07-27 00:00:00-04:00,194.54501669167968,195.71613030152758,191.10112611577952,191.76608276367188,47460200,0.0,0.0
2023-07-28 00:00:00-04:00,193.20518546579316,195.15044392487152,192.679174712139,194.35646057128906,48291400,0.0,0.0
2023-07-31 00:00:00-04:00,194.58472170434533,195.0114939950775,193.7907383669621,194.97178649902344,38824100,0.0,0.0
2023-08-01 00:00:00-04:00,194.76335631965225,195.24965951950642,193.81057337810935,194.13809204101562,35175100,0.0,0.0
2023-08-02 00:00:00-04:00,193.57237058354673,193.7113165160086,190.4063871835963,191.13088989257812,50389300,0.0,0.0
2023-08-03 00:00:00-04:00,190.12849027391795,190.9224583560786,189.2551072107767,189.7314910888672,61235200,0.0,0.0
2023-08-04 00:00:00-04:00,184.1240580122201,185.97006303807257,180.55114017380427,180.62062072753906,115799700,0.0,0.0
2023-08-07 00:00:00-04:00,180.7595446995356,181.75202007346337,176.01551362367866,177.5042266845703,97576100,0.0,0.0
2023-08-08 00:00:00-04:00,178.33787911929193,178.9135165784173,176.2437557474966,178.44705200195312,67823000,0.0,0.0
2023-08-09 00:00:00-04:00,179.5090242423061,179.56857034442828,175.678068518058,176.8491973876953,60378500,0.0,0.0
2023-08-10 00:00:00-04:00,178.12946109590703,179.38990895654987,176.26361784560095,176.63082885742188,54686900,0.0,0.0
2023-08-11 00:00:00-04:00,176.2233960656567,177.5153442624666,175.458153778981,176.6904754638672,51988100,0.24,0.0
2023-08-14 00:00:00-04:00,176.86936795132465,178.57873203906215,176.2134459995229,178.35015869140625,43675600,0.0,0.0
2023-08-15 00:00:00-04:00,177.77371834663836,178.36999853743362,175.9550341940922,176.35255432128906,43622600,0.0,0.0
2023-08-16 00:00:00-04:00,176.0345616520876,177.43583011971523,175.4084529729965,175.47802734375,46964900,0.0,0.0
2023-08-17 00:00:00-04:00,176.04446908210178,176.41217594781634,172.40710087754795,172.92388916015625,66062900,0.0,0.0
2023-08-18 00:00:00-04:00,171.23443009200113,174.0171167915457,170.8965364290824,173.410888671875,61114200,0.0,0.0
2023-08-21 00:00:00-04:00,173.98729066685254,175.0407326935708,172.66551420323125,174.7525177001953,46311900,0.0,0.0
2023-08-22 00:00:00-04:00,175.96497956715007,176.58114035802282,175.15999139470742,176.13392639160156,42084200,0.0,0.0
2023-08-23 00:00:00-04:00,177.41596644953157,180.4272265262981,177.2271390578494,179.9998779296875,52722800,0.0,0.0
2023-08-24 00:00:00-04:00,179.55264643742132,179.97999499237613,174.92146251967202,175.2891845703125,54945800,0.0,0.0
2023-08-25 00:00:00-04:00,176.28301269216934,178.04205535297126,174.73266281139772,177.50540161132812,51449600,0.0,0.0
2023-08-28 00:00:00-04:00,178.97623493994635,179.4731427043403,177.4457656979585,179.07562255859375,43820700,0.0,0.0
2023-08-29 00:00:00-04:00,178.5886452216866,183.75648287285222,178.38988515133815,182.98130798339844,53003900,0.0,0.0
2023-08-30 00:00:00-04:00,183.7962700149799,186.6882772160455,183.5975099164829,186.489501953125,60813900,0.0,0.0
2023-08-31 00:00:00-04:00,186.6783166282915,187.95039936926207,186.3205424096171,186.7081298828125,60794500,0.0,0.0
2023-09-01 00:00:00-04:00,188.31811281370076,188.7454462185212,187.1155893336136,188.28829956054688,45732600,0.0,0.0
2023-09-05 00:00:00-04:00,187.11559340947835,188.8050768374951,186.44973880050088,188.5268096923828,45280000,0.0,0.0
2023-09-06 00:00:00-04:00,187.23484633917346,187.68207547486304,180.34771175415628,181.77880859375,81755800,0.0,0.0
2023-09-07 00:00:00-04:00,174.0965977246818,177.10787273977496,172.46674085776903,176.46188354492188,112488800,0.0,0.0
2023-09-08 00:00:00-04:00,177.24701069547294,179.12532149203676,176.6904612453168,177.0780487060547,65551300,0.0,0.0
2023-09-11 00:00:00-04:00,178.9563633540274,179.18493667169957,176.24323613595504,178.25074768066406,58953100,0.0,0.0
2023-09-12 00:00:00-04:00,178.37996034233754,179.0160016942275,173.73884349638047,175.20968627929688,90370200,0.0,0.0
2023-09-13 00:00:00-04:00,175.41837777577814,176.20350055461225,172.9040256402011,173.1326141357422,84267900,0.0,0.0
2023-09-14 00:00:00-04:00,172.92390792735483,175.0109266750055,172.5065072107091,174.6531524658203,60895800,0.0,0.0
2023-09-15 00:00:00-04:00,175.38855280048267,175.40843335624928,172.74501513151833,173.92764282226562,109205100,0.0,0.0
2023-09-18 00:00:00-04:00,175.38856362269223,178.27063780985006,175.08048322919404,176.86935424804688,67257600,0.0,0.0
2023-09-19 00:00:00-04:00,176.42212269452386,178.51907389780135,176.03453527611808,177.96253967285156,51826900,0.0,0.0
2023-09-20 00:00:00-04:00,178.15135166349975,178.58863288671643,174.31522342949023,174.40467834472656,58436200,0.0,0.0
2023-09-21 00:00:00-04:00,173.47051558188582,175.20969287756472,172.78478039328195,172.85433959960938,63047900,0.0,0.0
2023-09-22 00:00:00-04:00,173.58976187810813,175.98486101486026,172.97360108411723,173.70901489257812,56725400,0.0,0.0
2023-09-25 00:00:00-04:00,173.12266501245767,175.87553831983675,173.07297120229282,174.9910430908203,46172700,0.0,0.0
2023-09-26 00:00:00-04:00,173.73882774333887,174.1164673101307,170.59836721869567,170.89651489257812,64588900,0.0,0.0
2023-09-27 00:00:00-04:00,171.5524350388733,171.9698357492923,168.00452141810098,169.3759765625,66921800,0.0,0.0
2023-09-28 00:00:00-04:00,168.2927119154032,170.96607801740788,166.58334805459177,169.63436889648438,56294400,0.0,0.0
2023-09-29 00:00:00-04:00,170.95614167013932,171.9996509482002,169.28652379235777,170.15115356445312,51814200,0.0,0.0
2023-10-02 00:00:00-04:00,170.16109351938684,173.22204712222216,169.87287852825236,172.67544555664062,52164500,0.0,0.0
2023-10-03 00:00:00-04:00,171.19465244741932,172.55618999324432,169.76357086656446,171.3337860107422,49594600,0.0,0.0
2023-10-04 00:00:00-04:00,170.03190052575047,173.13261538484517,169.91264751116213,172.5860137939453,53020300,0.0,0.0
2023-10-05 00:00:00-04:00,172.71520904615178,174.36494660639528,171.61207310700374,173.8282928466797,48527900,0.0,0.0
2023-10-06 00:00:00-04:00,172.72513710071527,176.88922647606876,172.10896117831024,176.39231872558594,57224100,0.0,0.0
2023-10-09 00:00:00-04:00,175.71650063853636,177.94265262148318,174.7127525312126,177.88302612304688,42390800,0.0,0.0
2023-10-10 00:00:00-04:00,176.99857381469894,178.6085503194853,176.8494923681373,177.28677368164062,43698000,0.0,0.0
2023-10-11 00:00:00-04:00,177.09792315514355,178.7377278666485,176.50164294003199,178.6880340576172,47551100,0.0,0.0
2023-10-12 00:00:00-04:00,178.95638111240146,181.21233159015208,177.9327371003315,179.59242248535156,56743100,0.0,0.0
2023-10-13 00:00:00-04:00,180.29802522104373,180.80486572035005,177.03831125012886,177.74392700195312,51427100,0.0,0.0
2023-10-16 00:00:00-04:00,175.6569128281916,177.97250506879755,175.41839161749283,177.61473083496094,52517000,0.0,0.0
2023-10-17 00:00:00-04:00,175.55750508309643,177.31656279493396,173.71895547455762,176.05441284179688,57549400,0.0,0.0
2023-10-18 00:00:00-04:00,174.4941311237392,176.48176216718392,174.027036615376,174.7525177001953,54764400,0.0,0.0
2023-10-19 00:00:00-04:00,174.9512775869872,176.74014855708347,174.10654349306773,174.3748779296875,59302900,0.0,0.0
2023-10-20 00:00:00-04:00,174.2258012947257,174.3351216115833,171.57231560127875,171.8108367919922,64189300,0.0,0.0
2023-10-23 00:00:00-04:00,169.85302851446286,172.93384778812512,168.87907830418513,171.9300994873047,55980100,0.0,0.0
2023-10-24 00:00:00-04:00,171.97979837385134,172.59595921387623,170.38968729481687,172.3673858642578,43816600,0.0,0.0
2023-10-25 00:00:00-04:00,170.81702981156988,171.98972493811345,169.59462570782657,170.04185485839844,57157000,0.0,0.0
2023-10-26 00:00:00-04:00,169.31635357139493,170.32011700092076,164.64542343181446,165.85787963867188,70625300,0.0,0.0
2023-10-27 00:00:00-04:00,165.87774586751993,167.9150706400693,165.79823880916834,167.1796417236328,58499100,0.0,0.0
2023-10-30 00:00:00-04:00,167.97469692197112,170.11139414133623,167.82561550110003,169.23683166503906,51131000,0.0,0.0
2023-10-31 00:00:00-04:00,168.30266621223763,169.8430681534906,166.86162156099337,169.71388244628906,44846000,0.0,0.0
2023-11-01 00:00:00-04:00,169.94247040994804,173.15249060498644,169.0679078148722,172.89410400390625,56934900,0.0,0.0
2023-11-02 00:00:00-04:00,174.43450739060134,176.68052504619254,174.37488088465793,176.47183227539062,77334800,0.0,0.0
2023-11-03 00:00:00-04:00,173.16244148240884,175.7264876371941,172.27794617495533,175.55752563476562,79763700,0.0,0.0
2023-11-06 00:00:00-05:00,175.28918637857382,178.32031158491046,175.12023955979996,178.12155151367188,63841300,0.0,0.0
2023-11-07 00:00:00-05:00,178.07186894277902,181.31171744967662,177.8631761623555,180.695556640625,70530000,0.0,0.0
2023-11-08 00:00:00-05:00,181.22227266382137,182.31546067653568,180.466963136192,181.75892639160156,49340300,0.0,0.0
2023-11-09 00:00:00-05:00,181.8284924326774,182.9813068996389,180.68559549720575,181.28189086914062,53763500,0.0,0.0
2023-11-10 00:00:00-05:00,183.07312579736603,185.66045656490678,182.63526841968368,185.49127197265625,66133400,0.24,0.0
2023-11-13 00:00:00-05:00,184.91409464160964,185.12306234297503,183.31194313207843,183.89906311035156,43627500,0.0,0.0
2023-11-14 00:00:00-05:00,186.78492632853875,187.1929311504176,185.3917576494399,186.5261993408203,60108400,0.0,0.0
2023-11-15 00:00:00-05:00,186.93422111937653,188.57617115328318,186.86455508690236,187.0934295654297,53790500,0.0,0.0
2023-11-16 00:00:00-05:00,188.64580887278407,190.02903168790186,187.7302807272798,188.78512573242188,54412900,0.0,0.0
2023-11-17 00:00:00-05:00,189.32251104128505,189.45188213648447,187.65070850825023,188.76524353027344,50922700,0.0,0.0
2023-11-20 00:00:00-05:00,188.96425501994514,190.97441144582112,188.9543092379418,190.5166473388672,46505100,0.0,0.0
2023-11-21 00:00:00-05:00,190.47685219685218,190.586316538311,188.8149955106325,189.71060180664062,38134500,0.0,0.0
2023-11-22 00:00:00-05:00,190.55646496546896,191.98943200940647,189.89967891341405,190.37733459472656,39617700,0.0,0.0
2023-11-24 00:00:00-05:00,189.93949064110666,189.96934317427198,188.32739311257288,189.04388427734375,24048300,0.0,0.0
2023-11-27 00:00:00-05:00,188.994117188391,189.74046085550287,187.9790855494866,188.86474609375,40552600,0.0,0.0
2023-11-28 00:00:00-05:00,188.85479867311508,190.14846405510127,188.47664635938358,189.47177124023438,38415400,0.0,0.0
2023-11-29 00:00:00-05:00,189.96933244559008,191.15353347560767,188.04874872654685,188.44679260253906,43014200,0.0,0.0
